0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,11,11,11,1,1,1,1,1,11,11,11,11,0,0,0,0,0,0,0,22,22,22,22,22,22,22,22,22,22
0,0,0,0,0,0,11,11,11,1,1,1,1,1,1,1,1,1,1,1,11,11,11,0,0,0,0,0,22,2,2,2,2,2,2,2,2,22
0,0,0,0,0,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0,22,2,2,2,2,2,2,2,2,22
0,0,0,0,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,22,2,2,2,2,2,2,2,2,22
0,0,0,11,11,1,1,1,1,1,11,11,11,11,11,11,11,11,11,1,1,1,1,1,11,11,0,0,22,22,22,22,22,2,2,2,2,22
0,0,0,11,1,1,1,1,11,11,11,0,0,0,0,0,0,0,11,11,11,1,1,1,1,11,0,0,0,0,0,0,22,2,2,2,2,22
0,0,11,11,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,11,11,0,0,0,0,0,22,2,2,2,2,22
0,11,11,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,11,11,0,0,0,0,22,2,2,2,2,22
0,11,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,11,0,0,0,0,22,2,2,2,2,22
0,11,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,11,0,0,0,0,22,2,2,2,2,22
11,11,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,11,11,0,0,0,22,2,2,2,2,22
11,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,11,0,0,0,22,2,2,2,2,22
11,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,11,0,0,0,22,2,2,2,2,22
11,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,11,0,0,0,22,2,2,2,2,22
11,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,11,0,0,0,22,2,2,2,2,22
11,11,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,11,11,0,0,0,22,2,2,2,2,22
0,11,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,11,0,0,0,0,22,2,2,2,2,22
0,11,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,11,0,0,0,0,22,2,2,2,2,22
0,11,11,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,1,11,0,0,0,0,22,2,2,2,2,22
0,0,11,1,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,11,11,0,0,0,0,0,22,2,2,2,2,22
0,0,11,11,1,1,1,1,11,11,11,0,0,0,0,0,0,0,11,11,11,1,1,1,1,11,0,0,0,0,0,0,22,2,2,2,2,22
0,0,0,11,11,1,1,1,1,1,11,11,11,11,11,11,11,11,11,1,1,1,1,1,11,11,0,0,0,0,0,0,22,2,2,2,2,22
0,0,0,0,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0,0,0,0,22,2,2,2,2,22
0,0,0,0,0,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0,0,0,0,0,22,2,2,2,2,22
0,0,0,0,0,0,11,11,11,1,1,1,1,1,1,1,1,1,1,1,11,11,11,0,0,0,0,0,0,0,0,0,22,2,2,2,2,22
0,0,0,0,0,0,0,0,11,11,11,11,1,1,1,1,1,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,22,2,2,2,2,22
0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22